id,ilevel,v_1,v_2,v_3,v_4,v_5,v_6,v_7
997,997,33560.539062,53976.535156,55934.234375,55934.234375,55934.234375,55934.234375,55934.234375
998,998,33874.699219,54481.808594,56457.835938,56457.835938,56457.835938,56457.835938,56457.835938
999,999,34191.800781,54991.816406,56986.335938,56986.335938,56986.335938,56986.335938,56986.335938
1000,1000,34511.871094,55506.593750,57519.785156,57519.785156,57519.785156,57519.785156,57519.785156
1001,1001,34834.937500,56026.191406,58058.230469,58058.230469,58058.230469,58058.230469,58058.230469
1002,1002,35161.027344,56550.652344,58601.710938,58601.710938,58601.710938,58601.710938,58601.710938
1003,1003,35490.171875,57080.023438,59150.285156,59150.285156,59150.285156,59150.285156,59150.285156
1004,1004,35822.394531,57614.351562,59703.988281,59703.988281,59703.988281,59703.988281,59703.988281
1005,1005,36157.726562,58153.679688,60262.878906,60262.878906,60262.878906,60262.878906,60262.878906
1006,1006,36496.199219,58698.054688,60827.000000,60827.000000,60827.000000,60827.000000,60827.000000
1007,1007,36837.839844,59247.527344,61396.402344,61396.402344,61396.402344,61396.402344,61396.402344
1008,1008,37182.679688,59802.144531,61971.132812,61971.132812,61971.132812,61971.132812,61971.132812
1009,1009,37530.746094,60361.953125,62551.246094,62551.246094,62551.246094,62551.246094,62551.246094
1010,1010,37882.074219,60927.000000,63136.789062,63136.789062,63136.789062,63136.789062,63136.789062
1011,1011,38236.687500,61497.339844,63727.812500,63727.812500,63727.812500,63727.812500,63727.812500
1012,1012,38594.621094,62073.015625,64324.367188,64324.367188,64324.367188,64324.367188,64324.367188
1013,1013,38955.906250,62654.082031,64926.511719,64926.511719,64926.511719,64926.511719,64926.511719
1014,1014,39320.574219,63240.585938,65534.289062,65534.289062,65534.289062,65534.289062,65534.289062
1015,1015,39688.652344,63832.582031,66147.757812,66147.757812,66147.757812,66147.757812,66147.757812
1016,1016,40060.179688,64430.121094,66766.960938,66766.960938,66766.960938,66766.960938,66766.960938
1017,1017,40435.183594,65033.250000,67391.968750,67391.968750,67391.968750,67391.968750,67391.968750
1018,1018,40813.695312,65642.023438,68022.828125,68022.828125,68022.828125,68022.828125,68022.828125
1019,1019,41195.753906,66256.500000,68659.585938,68659.585938,68659.585938,68659.585938,68659.585938
1020,1020,41581.386719,66876.726562,69302.312500,69302.312500,69302.312500,69302.312500,69302.312500
1021,1021,41970.628906,67502.765625,69951.046875,69951.046875,69951.046875,69951.046875,69951.046875
1022,1022,42363.515625,68134.656250,70605.859375,70605.859375,70605.859375,70605.859375,70605.859375
1023,1023,42760.082031,68772.468750,71266.804688,71266.804688,71266.804688,71266.804688,71266.804688
1024,1024,43160.359375,69416.242188,71933.929688,71933.929688,71933.929688,71933.929688,71933.929688
1025,1025,43564.382812,70066.054688,72607.304688,72607.304688,72607.304688,72607.304688,72607.304688
1026,1026,43972.191406,70721.937500,73286.984375,73286.984375,73286.984375,73286.984375,73286.984375
1027,1027,44383.816406,71383.968750,73973.023438,73973.023438,73973.023438,73973.023438,73973.023438
1028,1028,44799.292969,72052.195312,74665.484375,74665.484375,74665.484375,74665.484375,74665.484375
1029,1029,45218.656250,72726.671875,75364.429688,75364.429688,75364.429688,75364.429688,75364.429688
1030,1030,45641.949219,73407.468750,76069.914062,76069.914062,76069.914062,76069.914062,76069.914062
1031,1031,46069.203125,74094.640625,76782.007812,76782.007812,76782.007812,76782.007812,76782.007812
1032,1032,46500.457031,74788.234375,77500.765625,77500.765625,77500.765625,77500.765625,77500.765625
1033,1033,46935.750000,75488.328125,78226.250000,78226.250000,78226.250000,78226.250000,78226.250000
1034,1034,47375.117188,76194.976562,78958.523438,78958.523438,78958.523438,78958.523438,78958.523438
1035,1035,47818.593750,76908.242188,79697.656250,79697.656250,79697.656250,79697.656250,79697.656250
1036,1036,48266.222656,77628.179688,80443.710938,80443.710938,80443.710938,80443.710938,80443.710938
1037,1037,48718.046875,78354.859375,81196.742188,81196.742188,81196.742188,81196.742188,81196.742188
1038,1038,49174.093750,79088.335938,81956.828125,81956.828125,81956.828125,81956.828125,81956.828125
1039,1039,49634.414062,79828.679688,82724.023438,82724.023438,82724.023438,82724.023438,82724.023438
1040,1040,50099.042969,80575.960938,83498.406250,83498.406250,83498.406250,83498.406250,83498.406250
1041,1041,50568.019531,81330.234375,84280.031250,84280.031250,84280.031250,84280.031250,84280.031250
1042,1042,51041.386719,82091.562500,85068.976562,85068.976562,85068.976562,85068.976562,85068.976562
1043,1043,51519.183594,82860.023438,85865.312500,85865.312500,85865.312500,85865.312500,85865.312500
1044,1044,52001.457031,83635.679688,86669.093750,86669.093750,86669.093750,86669.093750,86669.093750
1045,1045,52488.242188,84418.593750,87480.406250,87480.406250,87480.406250,87480.406250,87480.406250
1046,1046,52979.585938,85208.835938,88299.312500,88299.312500,88299.312500,88299.312500,88299.312500
1047,1047,53475.527344,86006.476562,89125.882812,89125.882812,89125.882812,89125.882812,89125.882812
1048,1048,53976.113281,86811.578125,89960.187500,89960.187500,89960.187500,89960.187500,89960.187500
1049,1049,54481.382812,87624.226562,90802.304688,90802.304688,90802.304688,90802.304688,90802.304688
1050,1050,54991.382812,88444.476562,91652.304688,91652.304688,91652.304688,91652.304688,91652.304688
1051,1051,55506.160156,89272.406250,92510.265625,92510.265625,92510.265625,92510.265625,92510.265625
1052,1052,56025.750000,90108.085938,93376.250000,93376.250000,93376.250000,93376.250000,93376.250000
1053,1053,56550.210938,90951.585938,94250.351562,94250.351562,94250.351562,94250.351562,94250.351562
1054,1054,57079.574219,91802.984375,95132.625000,95132.625000,95132.625000,95132.625000,95132.625000
1055,1055,57613.898438,92662.351562,96023.164062,96023.164062,96023.164062,96023.164062,96023.164062
1056,1056,58153.222656,93529.765625,96922.039062,96922.039062,96922.039062,96922.039062,96922.039062
1057,1057,58697.593750,94405.296875,97829.328125,97829.328125,97829.328125,97829.328125,97829.328125
1058,1058,59247.062500,95289.023438,98745.109375,98745.109375,98745.109375,98745.109375,98745.109375
1059,1059,59801.675781,96181.031250,99669.460938,99669.460938,99669.460938,99669.460938,99669.460938
1060,1060,60361.480469,97081.382812,100602.468750,100602.468750,100602.468750,100602.468750,100602.468750
1061,1061,60926.523438,97990.156250,101544.203125,101544.203125,101544.203125,101544.203125,101544.203125
1062,1062,61496.855469,98907.445312,102494.757812,102494.757812,102494.757812,102494.757812,102494.757812
1063,1063,62072.531250,99833.320312,103454.218750,103454.218750,103454.218750,103454.218750,103454.218750
1064,1064,62653.589844,100767.859375,104422.648438,104422.648438,104422.648438,104422.648438,104422.648438
1065,1065,63240.089844,101711.148438,105400.148438,105400.148438,105400.148438,105400.148438,105400.148438
1066,1066,63832.082031,102663.273438,106386.796875,106386.796875,106386.796875,106386.796875,106386.796875
1067,1067,64429.613281,103624.296875,107382.687500,107382.687500,107382.687500,107382.687500,107382.687500
1068,1068,65032.742188,104594.328125,108387.898438,108387.898438,108387.898438,108387.898438,108387.898438
1069,1069,65641.515625,105573.429688,109402.523438,109402.523438,109402.523438,109402.523438,109402.523438
1070,1070,66255.984375,106561.703125,110426.640625,110426.640625,110426.640625,110426.640625,110426.640625
1071,1071,66876.203125,107559.226562,111460.343750,111460.343750,111460.343750,111460.343750,111460.343750
1072,1072,67502.234375,108566.093750,112503.726562,112503.726562,112503.726562,112503.726562,112503.726562
1073,1073,68134.125000,109582.382812,113556.882812,113556.882812,113556.882812,113556.882812,113556.882812
1074,1074,68771.929688,110608.179688,114619.882812,114619.882812,114619.882812,114619.882812,114619.882812
1075,1075,69415.703125,111643.593750,115692.843750,115692.843750,115692.843750,115692.843750,115692.843750
1076,1076,70065.500000,112688.679688,116775.843750,116775.843750,116775.843750,116775.843750,116775.843750
1077,1077,70721.382812,113743.562500,117868.976562,117868.976562,117868.976562,117868.976562,117868.976562
1078,1078,71383.406250,114808.312500,118972.351562,118972.351562,118972.351562,118972.351562,118972.351562
1079,1079,72051.632812,115883.039062,120086.046875,120086.046875,120086.046875,120086.046875,120086.046875
1080,1080,72726.101562,116967.820312,121210.171875,121210.171875,121210.171875,121210.171875,121210.171875
1081,1081,73406.890625,118062.757812,122344.820312,122344.820312,122344.820312,122344.820312,122344.820312
1082,1082,74094.054688,119167.937500,123490.093750,123490.093750,123490.093750,123490.093750,123490.093750
1083,1083,74787.648438,120283.476562,124646.093750,124646.093750,124646.093750,124646.093750,124646.093750
1084,1084,75487.742188,121409.453125,125812.898438,125812.898438,125812.898438,125812.898438,125812.898438
1085,1085,76194.382812,122545.960938,126990.632812,126990.632812,126990.632812,126990.632812,126990.632812
1086,1086,76907.632812,123693.117188,128179.390625,128179.390625,128179.390625,128179.390625,128179.390625
1087,1087,77627.570312,124851.007812,129379.281250,129379.281250,129379.281250,129379.281250,129379.281250
1088,1088,78354.242188,126019.726562,130590.398438,130590.398438,130590.398438,130590.398438,130590.398438
1089,1089,79087.718750,127199.406250,131812.859375,131812.859375,131812.859375,131812.859375,131812.859375
1090,1090,79828.054688,128390.132812,133046.765625,133046.765625,133046.765625,133046.765625,133046.765625
1091,1091,80575.328125,129591.976562,134292.218750,134292.218750,134292.218750,134292.218750,134292.218750
1092,1092,81329.593750,130805.093750,135549.328125,135549.328125,135549.328125,135549.328125,135549.328125
1093,1093,82090.921875,132029.562500,136818.203125,136818.203125,136818.203125,136818.203125,136818.203125
1094,1094,82859.375000,133265.500000,138098.953125,138098.953125,138098.953125,138098.953125,138098.953125
1095,1095,83635.023438,134512.984375,139391.703125,139391.703125,139391.703125,139391.703125,139391.703125
1096,1096,84417.929688,135772.171875,140696.546875,140696.546875,140696.546875,140696.546875,140696.546875
1097,1097,85208.164062,137043.125000,142013.609375,142013.609375,142013.609375,142013.609375,142013.609375
1098,1098,86005.796875,138326.000000,143343.000000,143343.000000,143343.000000,143343.000000,143343.000000
1099,1099,86810.898438,139620.859375,144684.828125,144684.828125,144684.828125,144684.828125,144684.828125
1100,1100,87623.539062,140927.859375,146039.234375,146039.234375,146039.234375,146039.234375,146039.234375
1101,1101,88443.781250,142247.078125,147406.296875,147406.296875,147406.296875,147406.296875,147406.296875
1102,1102,89271.703125,143578.656250,148786.171875,148786.171875,148786.171875,148786.171875,148786.171875
1103,1103,90107.375000,144922.703125,150178.968750,150178.968750,150178.968750,150178.968750,150178.968750
1104,1104,90950.875000,146279.328125,151584.781250,151584.781250,151584.781250,151584.781250,151584.781250
1105,1105,91802.265625,147648.640625,153003.781250,153003.781250,153003.781250,153003.781250,153003.781250
1106,1106,92661.625000,149030.781250,154436.046875,154436.046875,154436.046875,154436.046875,154436.046875
1107,1107,93529.031250,150425.859375,155881.718750,155881.718750,155881.718750,155881.718750,155881.718750
1108,1108,94404.554688,151834.000000,157340.937500,157340.937500,157340.937500,157340.937500,157340.937500
1109,1109,95288.281250,153255.312500,158813.796875,158813.796875,158813.796875,158813.796875,158813.796875
1110,1110,96180.273438,154689.937500,160300.453125,160300.453125,160300.453125,160300.453125,160300.453125
1111,1111,97080.617188,156138.000000,161801.031250,161801.031250,161801.031250,161801.031250,161801.031250
1112,1112,97989.390625,157599.609375,163315.656250,163315.656250,163315.656250,163315.656250,163315.656250
1113,1113,98906.671875,159074.890625,164844.453125,164844.453125,164844.453125,164844.453125,164844.453125
1114,1114,99832.531250,160564.000000,166387.562500,166387.562500,166387.562500,166387.562500,166387.562500
1115,1115,100767.070312,162067.031250,167945.109375,167945.109375,167945.109375,167945.109375,167945.109375
1116,1116,101710.351562,163584.140625,169517.250000,169517.250000,169517.250000,169517.250000,169517.250000
1117,1117,102662.460938,165115.453125,171104.093750,171104.093750,171104.093750,171104.093750,171104.093750
1118,1118,103623.476562,166661.109375,172705.812500,172705.812500,172705.812500,172705.812500,172705.812500
1119,1119,104593.507812,168221.218750,174322.500000,174322.500000,174322.500000,174322.500000,174322.500000
1120,1120,105572.601562,169795.937500,175954.343750,175954.343750,175954.343750,175954.343750,175954.343750
1121,1121,106560.867188,171385.406250,177601.453125,177601.453125,177601.453125,177601.453125,177601.453125
1122,1122,107558.390625,172989.734375,179263.984375,179263.984375,179263.984375,179263.984375,179263.984375
1123,1123,108565.242188,174609.093750,180942.062500,180942.062500,180942.062500,180942.062500,180942.062500
1124,1124,109581.523438,176243.609375,182635.875000,182635.875000,182635.875000,182635.875000,182635.875000
1125,1125,110607.312500,177893.437500,184345.531250,184345.531250,184345.531250,184345.531250,184345.531250
1126,1126,111642.710938,179558.687500,186071.187500,186071.187500,186071.187500,186071.187500,186071.187500
1127,1127,112687.796875,181239.546875,187813.000000,187813.000000,187813.000000,187813.000000,187813.000000
1128,1128,113742.671875,182936.125000,189571.109375,189571.109375,189571.109375,189571.109375,189571.109375
1129,1129,114807.406250,184648.593750,191345.687500,191345.687500,191345.687500,191345.687500,191345.687500
1130,1130,115882.132812,186377.093750,193136.875000,193136.875000,193136.875000,193136.875000,193136.875000
1131,1131,116966.898438,188121.765625,194944.828125,194944.828125,194944.828125,194944.828125,194944.828125
1132,1132,118061.828125,189882.781250,196769.718750,196769.718750,196769.718750,196769.718750,196769.718750
1133,1133,119167.007812,191660.265625,198611.671875,198611.671875,198611.671875,198611.671875,198611.671875
1134,1134,120282.531250,193454.406250,200470.875000,200470.875000,200470.875000,200470.875000,200470.875000
1135,1135,121408.492188,195265.328125,202347.484375,202347.484375,202347.484375,202347.484375,202347.484375
1136,1136,122545.000000,197093.203125,204241.671875,204241.671875,204241.671875,204241.671875,204241.671875
1137,1137,123692.148438,198938.203125,206153.578125,206153.578125,206153.578125,206153.578125,206153.578125
1138,1138,124850.031250,200800.468750,208083.375000,208083.375000,208083.375000,208083.375000,208083.375000
1139,1139,126018.750000,202680.156250,210031.250000,210031.250000,210031.250000,210031.250000,210031.250000
1140,1140,127198.406250,204577.453125,211997.359375,211997.359375,211997.359375,211997.359375,211997.359375
1141,1141,128389.117188,206492.500000,213981.859375,213981.859375,213981.859375,213981.859375,213981.859375
1142,1142,129590.968750,208425.468750,215984.953125,215984.953125,215984.953125,215984.953125,215984.953125
1143,1143,130804.070312,210376.546875,218006.781250,218006.781250,218006.781250,218006.781250,218006.781250
1144,1144,132028.531250,212345.875000,220047.546875,220047.546875,220047.546875,220047.546875,220047.546875
1145,1145,133264.453125,214333.656250,222107.406250,222107.406250,222107.406250,222107.406250,222107.406250
1146,1146,134511.937500,216340.031250,224186.562500,224186.562500,224186.562500,224186.562500,224186.562500
1147,1147,135771.109375,218365.187500,226285.171875,226285.171875,226285.171875,226285.171875,226285.171875
1148,1148,137042.062500,220409.312500,228403.421875,228403.421875,228403.421875,228403.421875,228403.421875
1149,1149,138324.906250,222472.562500,230541.515625,230541.515625,230541.515625,230541.515625,230541.515625
1150,1150,139619.765625,224555.125000,232699.609375,232699.609375,232699.609375,232699.609375,232699.609375
1151,1151,140926.750000,226657.187500,234877.921875,234877.921875,234877.921875,234877.921875,234877.921875
1152,1152,142245.968750,228778.937500,237076.609375,237076.609375,237076.609375,237076.609375,237076.609375
1153,1153,143577.531250,230920.531250,239295.890625,239295.890625,239295.890625,239295.890625,239295.890625
1154,1154,144921.562500,233082.171875,241535.937500,241535.937500,241535.937500,241535.937500,241535.937500
1155,1155,146278.171875,235264.062500,243796.953125,243796.953125,243796.953125,243796.953125,243796.953125
1156,1156,147647.484375,237466.375000,246079.140625,246079.140625,246079.140625,246079.140625,246079.140625
1157,1157,149029.609375,239689.296875,248382.687500,248382.687500,248382.687500,248382.687500,248382.687500
1158,1158,150424.687500,241933.031250,250707.796875,250707.796875,250707.796875,250707.796875,250707.796875
1159,1159,151832.812500,244197.765625,253054.671875,253054.671875,253054.671875,253054.671875,253054.671875
1160,1160,153254.109375,246483.703125,255423.531250,255423.531250,255423.531250,255423.531250,255423.531250
1161,1161,154688.734375,248791.031250,257814.546875,257814.546875,257814.546875,257814.546875,257814.546875
1162,1162,156136.765625,251119.968750,260227.953125,260227.953125,260227.953125,260227.953125,260227.953125
1163,1163,157598.359375,253470.703125,262663.937500,262663.937500,262663.937500,262663.937500,262663.937500
1164,1164,159073.640625,255843.453125,265122.750000,265122.750000,265122.750000,265122.750000,265122.750000
1165,1165,160562.734375,258238.390625,267604.562500,267604.562500,267604.562500,267604.562500,267604.562500
1166,1166,162065.765625,260655.765625,270109.593750,270109.593750,270109.593750,270109.593750,270109.593750
1167,1167,163582.859375,263095.781250,272638.093750,272638.093750,272638.093750,272638.093750,272638.093750
1168,1168,165114.156250,265558.625000,275190.281250,275190.281250,275190.281250,275190.281250,275190.281250
1169,1169,166659.796875,268044.500000,277766.312500,277766.312500,277766.312500,277766.312500,277766.312500
1170,1170,168219.906250,270553.687500,280366.500000,280366.500000,280366.500000,280366.500000,280366.500000
1171,1171,169794.609375,273086.312500,282991.000000,282991.000000,282991.000000,282991.000000,282991.000000
1172,1172,171384.062500,275642.687500,285640.093750,285640.093750,285640.093750,285640.093750,285640.093750
1173,1173,172988.375000,278222.968750,288313.968750,288313.968750,288313.968750,288313.968750,288313.968750
1174,1174,174607.734375,280827.437500,291012.875000,291012.875000,291012.875000,291012.875000,291012.875000
1175,1175,176242.234375,283456.250000,293737.062500,293737.062500,293737.062500,293737.062500,293737.062500
1176,1176,177892.031250,286109.687500,296486.718750,296486.718750,296486.718750,296486.718750,296486.718750
1177,1177,179557.281250,288787.968750,299262.156250,299262.156250,299262.156250,299262.156250,299262.156250
1178,1178,181238.125000,291491.312500,302063.531250,302063.531250,302063.531250,302063.531250,302063.531250
1179,1179,182934.687500,294219.968750,304891.156250,304891.156250,304891.156250,304891.156250,304891.156250
1180,1180,184647.140625,296974.156250,307745.250000,307745.250000,307745.250000,307745.250000,307745.250000
1181,1181,186375.625000,299754.125000,310626.031250,310626.031250,310626.031250,310626.031250,310626.031250
1182,1182,188120.296875,302560.125000,313533.812500,313533.812500,313533.812500,313533.812500,313533.812500
1183,1183,189881.281250,305392.406250,316468.812500,316468.812500,316468.812500,316468.812500,316468.812500
1184,1184,191658.765625,308251.187500,319431.281250,319431.281250,319431.281250,319431.281250,319431.281250
1185,1185,193452.890625,311136.718750,322421.468750,322421.468750,322421.468750,322421.468750,322421.468750
1186,1186,195263.796875,314049.281250,325439.656250,325439.656250,325439.656250,325439.656250,325439.656250
1187,1187,197091.656250,316989.093750,328486.093750,328486.093750,328486.093750,328486.093750,328486.093750
1188,1188,198936.640625,319956.437500,331561.062500,331561.062500,331561.062500,331561.062500,331561.062500
1189,1189,200798.890625,322951.531250,334664.812500,334664.812500,334664.812500,334664.812500,334664.812500
1190,1190,202678.562500,325974.687500,337797.625000,337797.625000,337797.625000,337797.625000,337797.625000
1191,1191,204575.843750,329026.156250,340959.750000,340959.750000,340959.750000,340959.750000,340959.750000
1192,1192,206490.875000,332106.156250,344151.468750,344151.468750,344151.468750,344151.468750,344151.468750
1193,1193,208423.843750,335215.000000,347373.062500,347373.062500,347373.062500,347373.062500,347373.062500
1194,1194,210374.890625,338352.968750,350624.812500,350624.812500,350624.812500,350624.812500,350624.812500
1195,1195,212344.218750,341520.281250,353907.031250,353907.031250,353907.031250,353907.031250,353907.031250
1196,1196,214331.968750,344717.250000,357219.968750,357219.968750,357219.968750,357219.968750,357219.968750
1197,1197,216338.328125,347944.156250,360563.906250,360563.906250,360563.906250,360563.906250,360563.906250
1198,1198,218363.484375,351201.250000,363939.125000,363939.125000,363939.125000,363939.125000,363939.125000
1199,1199,220407.578125,354488.843750,367345.968750,367345.968750,367345.968750,367345.968750,367345.968750
1200,1200,222470.812500,357807.218750,370784.687500,370784.687500,370784.687500,370784.687500,370784.687500
1201,1201,224553.375000,361156.656250,374255.625000,374255.625000,374255.625000,374255.625000,374255.625000
1202,1202,226655.406250,364537.468750,377759.031250,377759.031250,377759.031250,377759.031250,377759.031250
1203,1203,228777.140625,367949.906250,381295.218750,381295.218750,381295.218750,381295.218750,381295.218750
1204,1204,230918.718750,371394.281250,384864.531250,384864.531250,384864.531250,384864.531250,384864.531250
1205,1205,233080.343750,374870.906250,388467.250000,388467.250000,388467.250000,388467.250000,388467.250000
1206,1206,235262.218750,378380.062500,392103.687500,392103.687500,392103.687500,392103.687500,392103.687500
1207,1207,237464.515625,381922.093750,395774.187500,395774.187500,395774.187500,395774.187500,395774.187500
1208,1208,239687.421875,385497.250000,399479.031250,399479.031250,399479.031250,399479.031250,399479.031250
1209,1209,241931.125000,389105.906250,403218.562500,403218.562500,403218.562500,403218.562500,403218.562500
1210,1210,244195.843750,392748.312500,406993.093750,406993.093750,406993.093750,406993.093750,406993.093750
1211,1211,246481.765625,396424.843750,410802.937500,410802.937500,410802.937500,410802.937500,410802.937500
1212,1212,248789.078125,400135.781250,414648.468750,414648.468750,414648.468750,414648.468750,414648.468750
1213,1213,251118.000000,403881.437500,418530.000000,418530.000000,418530.000000,418530.000000,418530.000000
1214,1214,253468.718750,407662.187500,422447.875000,422447.875000,422447.875000,422447.875000,422447.875000
1215,1215,255841.437500,411478.312500,426402.406250,426402.406250,426402.406250,426402.406250,426402.406250
1216,1216,258236.375000,415330.156250,430393.968750,430393.968750,430393.968750,430393.968750,430393.968750
1217,1217,260653.718750,419218.062500,434422.875000,434422.875000,434422.875000,434422.875000,434422.875000
1218,1218,263093.718750,423142.375000,438489.500000,438489.500000,438489.500000,438489.500000,438489.500000
1219,1219,265556.531250,427103.406250,442594.218750,442594.218750,442594.218750,442594.218750,442594.218750
1220,1220,268042.406250,431101.531250,446737.343750,446737.343750,446737.343750,446737.343750,446737.343750
1221,1221,270551.562500,435137.062500,450919.250000,450919.250000,450919.250000,450919.250000,450919.250000
1222,1222,273084.187500,439210.406250,455140.312500,455140.312500,455140.312500,455140.312500,455140.312500
1223,1223,275640.531250,443321.843750,459400.875000,459400.875000,459400.875000,459400.875000,459400.875000
1224,1224,278220.812500,447471.781250,463701.343750,463701.343750,463701.343750,463701.343750,463701.343750
1225,1225,280825.218750,451660.562500,468042.031250,468042.031250,468042.031250,468042.031250,468042.031250
1226,1226,283454.031250,455888.562500,472423.375000,472423.375000,472423.375000,472423.375000,472423.375000
1227,1227,286107.437500,460156.156250,476845.750000,476845.750000,476845.750000,476845.750000,476845.750000
1228,1228,288785.687500,464463.656250,481309.500000,481309.500000,481309.500000,481309.500000,481309.500000
1229,1229,291489.031250,468811.531250,485815.031250,485815.031250,485815.031250,485815.031250,485815.031250
1230,1230,294217.656250,473200.062500,490362.750000,490362.750000,490362.750000,490362.750000,490362.750000
1231,1231,296971.843750,477629.687500,494953.062500,494953.062500,494953.062500,494953.062500,494953.062500
1232,1232,299751.781250,482100.781250,499586.312500,499586.312500,499586.312500,499586.312500,499586.312500
1233,1233,302557.750000,486613.750000,504262.937500,504262.937500,504262.937500,504262.937500,504262.937500
1234,1234,305390.000000,491168.937500,508983.343750,508983.343750,508983.343750,508983.343750,508983.343750
1235,1235,308248.750000,495766.750000,513747.937500,513747.937500,513747.937500,513747.937500,513747.937500
1236,1236,311134.281250,500407.625000,518557.125000,518557.125000,518557.125000,518557.125000,518557.125000
1237,1237,314046.812500,505091.968750,523411.343750,523411.343750,523411.343750,523411.343750,523411.343750
1238,1238,316986.593750,509820.125000,528311.000000,528311.000000,528311.000000,528311.000000,528311.000000
1239,1239,319953.906250,514592.562500,533256.562500,533256.562500,533256.562500,533256.562500,533256.562500
1240,1240,322949.000000,519409.656250,538248.375000,538248.375000,538248.375000,538248.375000,538248.375000
1241,1241,325972.125000,524271.843750,543286.875000,543286.875000,543286.875000,543286.875000,543286.875000
1242,1242,329023.562500,529179.562500,548372.625000,548372.625000,548372.625000,548372.625000,548372.625000
1243,1243,332103.562500,534133.250000,553505.937500,553505.937500,553505.937500,553505.937500,553505.937500
1244,1244,335212.375000,539133.250000,558687.312500,558687.312500,558687.312500,558687.312500,558687.312500
1245,1245,338350.312500,544180.062500,563917.187500,563917.187500,563917.187500,563917.187500,563917.187500
1246,1246,341517.593750,549274.125000,569196.000000,569196.000000,569196.000000,569196.000000,569196.000000
1247,1247,344714.562500,554415.875000,574524.250000,574524.250000,574524.250000,574524.250000,574524.250000
1248,1248,347941.437500,559605.812500,579902.375000,579902.375000,579902.375000,579902.375000,579902.375000
1249,1249,351198.500000,564844.250000,585330.875000,585330.875000,585330.875000,585330.875000,585330.875000
1250,1250,354486.093750,570131.750000,590810.125000,590810.125000,590810.125000,590810.125000,590810.125000
1251,1251,357804.437500,575468.812500,596340.687500,596340.687500,596340.687500,596340.687500,596340.687500
1252,1252,361153.843750,580855.750000,601923.062500,601923.062500,601923.062500,601923.062500,601923.062500
1253,1253,364534.593750,586293.125000,607557.687500,607557.687500,607557.687500,607557.687500,607557.687500
1254,1254,367947.000000,591781.437500,613245.000000,613245.000000,613245.000000,613245.000000,613245.000000
1255,1255,371391.375000,597321.125000,618985.625000,618985.625000,618985.625000,618985.625000,618985.625000
1256,1256,374867.968750,602912.625000,624779.937500,624779.937500,624779.937500,624779.937500,624779.937500
1257,1257,378377.093750,608556.500000,630628.500000,630628.500000,630628.500000,630628.500000,630628.500000
1258,1258,381919.093750,614253.187500,636531.812500,636531.812500,636531.812500,636531.812500,636531.812500
1259,1259,385494.250000,620003.250000,642490.375000,642490.375000,642490.375000,642490.375000,642490.375000
1260,1260,389102.843750,625807.062500,648504.750000,648504.750000,648504.750000,648504.750000,648504.750000
1261,1261,392745.250000,631665.250000,654575.437500,654575.437500,654575.437500,654575.437500,654575.437500
1262,1262,396421.750000,637578.312500,660702.875000,660702.875000,660702.875000,660702.875000,660702.875000
1263,1263,400132.656250,643546.687500,666887.750000,666887.750000,666887.750000,666887.750000,666887.750000
1264,1264,403878.281250,649570.937500,673130.500000,673130.500000,673130.500000,673130.500000,673130.500000
1265,1265,407659.000000,655651.562500,679431.625000,679431.625000,679431.625000,679431.625000,679431.625000
1266,1266,411475.093750,661789.125000,685791.812500,685791.812500,685791.812500,685791.812500,685791.812500
1267,1267,415326.906250,667984.125000,692211.500000,692211.500000,692211.500000,692211.500000,692211.500000
1268,1268,419214.781250,674237.125000,698691.312500,698691.312500,698691.312500,698691.312500,698691.312500
1269,1269,423139.062500,680548.625000,705231.750000,705231.750000,705231.750000,705231.750000,705231.750000
1270,1270,427100.062500,686919.250000,711833.437500,711833.437500,711833.437500,711833.437500,711833.437500
1271,1271,431098.156250,693349.500000,718496.937500,718496.937500,718496.937500,718496.937500,718496.937500
1272,1272,435133.656250,699840.000000,725222.750000,725222.750000,725222.750000,725222.750000,725222.750000
1273,1273,439206.968750,706391.187500,732011.562500,732011.562500,732011.562500,732011.562500,732011.562500
1274,1274,443318.375000,713003.687500,738863.937500,738863.937500,738863.937500,738863.937500,738863.937500
1275,1275,447468.281250,719678.125000,745780.437500,745780.437500,745780.437500,745780.437500,745780.437500
1276,1276,451657.031250,726415.062500,752761.687500,752761.687500,752761.687500,752761.687500,752761.687500
1277,1277,455885.000000,733215.062500,759808.312500,759808.312500,759808.312500,759808.312500,759808.312500
1278,1278,460152.531250,740078.687500,766920.875000,766920.875000,766920.875000,766920.875000,766920.875000
1279,1279,464460.031250,747006.562500,774100.062500,774100.062500,774100.062500,774100.062500,774100.062500
1280,1280,468807.843750,753999.250000,781346.375000,781346.375000,781346.375000,781346.375000,781346.375000
1281,1281,473196.343750,761057.437500,788660.562500,788660.562500,788660.562500,788660.562500,788660.562500
1282,1282,477625.937500,768181.750000,796043.250000,796043.250000,796043.250000,796043.250000,796043.250000
1283,1283,482097.000000,775372.687500,803495.000000,803495.000000,803495.000000,803495.000000,803495.000000
1284,1284,486609.906250,782630.937500,811016.500000,811016.500000,811016.500000,811016.500000,811016.500000
1285,1285,491165.062500,789957.187500,818608.437500,818608.437500,818608.437500,818608.437500,818608.437500
1286,1286,495762.875000,797351.937500,826271.437500,826271.437500,826271.437500,826271.437500,826271.437500
1287,1287,500403.718750,804816.000000,834006.187500,834006.187500,834006.187500,834006.187500,834006.187500
